epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.1762917974789937,0.3944,0.9163767695426941,0.42710137367248535
2,0.8910605668385824,0.5338333333333334,0.8419651389122009,0.5657666921615601
