epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.2022149083773295,0.41126666666666667,0.9128934144973755,0.5960264801979065
2,0.9114887897491455,0.5318,0.8447816967964172,0.5264391303062439
